HouseSize,NumBedrooms,NumBathrooms,GarageSpaces,Age,LocationScore,Price
1191,4,1,2,12,6.7,469807
3870,4,1,1,1,9.2,179177
2451,5,2,2,2,6.2,458746
1409,2,2,2,20,8.5,240852
1128,3,3,2,8,6.5,583729
3171,5,1,1,26,7.5,343107
3353,2,2,1,28,7.2,311679
3471,3,3,1,21,9.0,425921
1386,5,3,1,28,5.7,591898
2222,4,1,1,27,8.6,398745
3947,2,3,1,17,6.6,154047
1781,2,2,2,12,7.2,434546
2812,3,2,1,24,5.2,697071
1884,4,2,1,9,7.1,323631
3693,4,1,2,17,5.0,268378
1656,4,1,1,5,8.2,516448
3509,4,2,1,26,5.7,299002
2214,4,3,2,5,9.7,242069
1027,5,3,1,1,8.2,349511
1902,3,1,2,12,8.5,274271
3412,3,1,2,10,6.5,562125
1554,4,3,2,22,5.9,177514
3692,5,1,2,6,5.0,590111
1399,2,1,2,22,7.2,697497
2980,5,3,2,7,9.9,587158
1518,4,1,2,23,5.6,228288
1605,3,2,1,14,8.4,393677
3874,2,1,2,14,6.5,589531
2903,3,1,1,5,7.9,493088
2945,4,3,2,9,6.0,653429
2612,3,2,2,8,6.4,567143
3112,4,3,2,9,9.2,285739
1958,5,1,1,13,8.0,375835
1050,4,2,2,21,6.5,481629
1177,3,3,2,28,7.5,555531
2436,3,1,2,6,8.7,183679
2018,4,1,1,18,5.9,456285
3497,4,3,1,19,8.0,606991
2074,5,2,1,7,6.8,181414
3439,5,2,1,10,10.0,353886
3024,4,1,1,19,9.2,547089
3365,5,2,2,29,7.5,296811
3736,5,1,1,25,7.5,365681
1494,3,2,1,12,6.9,249404
2174,4,1,1,18,8.8,655667
1782,2,1,1,19,7.0,263753
1319,2,1,2,15,5.9,577410
2503,5,1,2,6,5.2,512676
2877,3,1,2,2,9.1,386691
1564,5,3,2,21,5.7,575553
1391,4,2,1,10,7.5,501071
3452,3,3,2,7,9.0,464139
3598,2,2,1,23,9.2,403972
3436,2,1,1,5,9.4,161480
3192,2,2,2,1,5.0,383568
2762,3,3,1,11,6.5,476159
1251,3,1,1,6,7.6,257637
1879,3,3,1,21,9.1,401532
1782,5,3,2,7,8.8,459542
2007,3,2,2,17,8.2,561745
1743,5,3,1,12,5.6,338551
3063,5,3,1,5,6.2,673523
1654,4,1,1,28,10.0,590915
2930,4,3,2,4,9.9,573728
1758,5,1,1,15,6.7,300220
1596,5,3,2,22,8.4,416987
2129,2,2,1,1,7.7,612732
3792,2,2,2,18,6.2,450344
1564,4,1,2,16,8.0,629413
2501,5,2,2,26,8.1,433887
1835,2,3,1,26,5.7,484741
3292,4,3,2,4,5.1,437216
2836,5,2,1,12,9.6,461033
2242,3,2,2,3,8.2,464675
1219,4,3,1,5,9.4,342259
2794,3,2,2,11,9.4,471117
3236,2,3,1,22,7.1,313279
3114,4,2,1,16,7.2,638024
3557,3,3,2,16,8.7,560108
3583,2,1,1,11,6.5,673629
1749,3,2,1,21,7.0,538435
3076,5,3,2,18,7.3,194309
3297,5,1,2,20,9.6,263242
3869,2,1,1,7,6.6,376518
3962,4,2,1,28,8.0,304595
2903,5,3,1,14,7.8,175521
2092,3,3,2,20,7.0,551260
2060,2,3,2,16,5.7,432324
2873,2,1,1,18,7.0,550179
2048,2,3,1,9,9.2,262027
3777,4,3,1,25,7.0,193888
1290,4,3,1,8,6.6,649392
3872,2,1,2,7,8.0,535778
3034,4,2,2,26,5.7,156316
2993,5,2,2,13,6.0,612571
2316,3,1,1,3,9.2,264156
3473,5,1,2,8,7.8,208621
1262,2,2,1,19,9.4,588472
3961,2,3,1,9,7.9,525987
3335,4,3,1,10,5.2,227631
1506,3,2,2,23,6.6,325688
2650,4,3,1,12,6.4,472830
3287,5,1,1,12,8.0,259832
2004,2,3,2,20,6.3,660996
1178,3,2,2,15,7.6,514194
1784,3,3,1,7,5.9,201352
1459,3,1,1,9,6.8,450225
1160,4,2,1,7,9.8,208538
2894,5,3,2,22,6.5,161292
1473,4,3,2,26,5.7,160071
1550,2,2,2,11,5.3,179135
3333,5,3,2,10,8.0,178478
2619,3,3,2,20,7.4,419050
1332,4,2,1,19,5.1,420475
2938,2,3,1,18,6.0,624572
2088,2,1,1,28,6.1,581151
3473,2,1,1,18,8.1,622477
2174,2,1,2,18,7.8,429246
3577,3,3,2,21,9.9,170427
1682,5,3,2,13,8.9,159563
3052,2,1,2,6,7.4,418871
3180,4,2,2,23,8.8,655088
2426,3,1,2,10,9.3,430285
3757,3,1,2,26,8.8,370806
3062,3,2,1,12,6.6,568351
1010,3,3,2,4,8.6,396086
1306,5,1,1,26,6.8,384466
1989,2,1,1,25,6.2,677265
3771,5,1,2,4,9.3,358706
3850,2,1,2,24,9.7,673204
1003,3,2,2,3,7.5,378049
2618,5,1,1,2,9.6,523238
3695,2,1,1,24,6.6,326842
3410,3,2,2,29,7.5,327914
2070,3,2,1,19,6.7,570535
3499,2,2,2,24,5.0,692033
1570,5,2,1,4,8.3,175302
1643,2,3,2,1,5.4,241370
3246,4,3,1,21,6.2,185093
1664,2,3,1,12,9.6,474388
2719,4,1,1,6,5.3,237573
3491,4,2,1,7,7.0,495422
2699,3,1,2,2,5.9,370465
2283,5,2,1,26,9.9,315262
3882,2,3,1,10,8.2,447530
2534,5,3,2,4,5.9,309479
3416,4,2,1,9,8.2,517078
1583,2,2,1,2,8.5,634238
3157,4,2,1,14,5.3,251941
2215,5,1,1,19,8.1,206149
3160,5,3,1,16,7.6,385454
2401,5,2,2,18,6.4,693803
1005,4,2,1,27,6.7,238793
1436,4,1,2,12,7.0,152247
2963,2,1,1,25,7.5,436298
1902,3,3,1,18,9.0,528327
1389,5,3,1,21,6.1,560579
1232,4,1,2,19,9.5,537845
2610,5,1,1,29,5.6,520487
1647,4,2,1,9,5.6,505643
2821,2,1,2,18,6.0,332699
3916,5,2,1,29,5.8,152551
1338,2,1,1,14,8.8,414550
1047,3,1,1,7,6.6,306725
3492,5,1,2,7,6.3,417899
3367,3,1,1,17,6.8,315102
3683,4,3,2,16,6.0,481712
3498,5,3,2,12,9.1,632267
1297,4,3,2,19,7.9,650290
2565,4,1,2,12,6.4,333477
2120,5,3,1,27,10.0,273644
3748,2,1,2,6,9.6,378780
1820,5,3,2,19,8.5,491119
1537,2,3,2,6,6.5,340251
1659,4,3,2,4,5.2,555936
2269,2,2,2,17,7.6,201168
1603,4,1,1,6,8.9,151168
1466,4,1,2,24,6.6,521908
1961,4,3,2,20,9.4,455648
3645,3,2,1,25,8.9,415096
1897,3,1,2,11,9.4,580049
1605,5,1,2,9,7.7,666533
2773,5,3,2,10,8.1,244649
3018,5,3,1,8,6.6,382080
3318,4,2,1,28,8.4,182288
1234,3,2,1,2,5.2,378706
2566,5,1,1,26,5.9,650562
2929,5,3,1,27,7.3,305251
3486,3,2,2,12,9.5,613127
1391,2,3,2,17,7.8,589070
1166,4,2,1,23,8.7,615338
1092,3,3,1,22,8.5,258231
2621,2,3,1,16,5.5,178389
3263,5,1,1,27,5.4,254882
2445,4,3,2,19,8.0,343653
1781,5,2,2,9,9.5,580781
1109,2,2,1,10,8.3,592518
2704,5,2,1,26,6.1,448920
3358,4,3,1,1,6.2,333369
2473,5,1,2,9,8.4,694734
3888,5,1,2,1,9.5,696128
1058,4,1,2,19,6.0,180025
3151,3,2,1,13,8.8,525948
1876,5,1,2,1,7.4,466430
2097,4,3,1,25,8.9,538708
3609,5,3,1,23,6.0,339641
1273,5,1,1,19,9.4,455291
1305,3,2,2,18,8.0,392172
2113,3,1,1,29,6.8,527690
3519,2,3,2,12,8.5,492483
1249,2,3,1,25,8.4,436774
1115,5,3,2,17,6.1,334623
1714,4,1,2,24,5.0,653956
3906,2,1,1,3,5.3,647897
3335,5,3,1,26,9.8,449060
1865,4,1,2,26,7.6,695312
3541,2,1,2,9,7.2,614745
3305,4,1,1,27,6.7,697226
2504,2,2,1,8,9.4,442393
3219,4,2,1,20,8.4,631078
3743,5,1,2,5,9.5,321364
1838,2,3,2,20,6.0,631301
1990,5,1,2,28,8.2,473451
3606,4,2,2,26,9.5,208980
3394,5,2,2,4,7.8,615052
2510,4,1,2,22,6.2,520480
1657,2,2,1,14,6.3,431507
3928,4,1,1,19,6.8,295790
2292,5,2,1,26,9.2,382055
3863,2,2,1,27,8.8,588557
2396,2,1,2,8,8.4,277098
1935,2,3,2,20,7.9,525599
2904,3,2,1,19,9.6,275299
3992,2,1,2,14,6.1,270306
3713,3,2,2,3,9.2,458529
3880,5,3,1,20,8.8,433105
1316,4,2,1,14,5.2,262828
1998,4,2,1,21,9.0,594457
2182,5,2,1,13,6.5,649687
3281,3,1,1,10,9.9,213202
2775,3,2,2,16,9.9,250054
3908,4,2,1,5,6.8,694670
3538,5,3,2,20,5.6,542313
3639,3,1,2,26,7.3,331190
1422,2,2,1,11,8.0,385111
2287,5,3,2,2,8.8,483895
3597,5,1,1,12,9.2,485531
3290,2,3,2,27,7.6,332298
2858,5,2,1,18,8.9,356151
3125,2,1,2,14,6.0,310376
2300,3,2,2,8,5.5,448159
3862,3,3,1,2,6.7,492022
1477,2,3,2,2,10.0,369837
1288,2,3,2,5,9.5,687115
2844,5,1,1,15,7.5,558401
3487,4,1,2,15,6.6,577402
3028,3,3,1,4,9.8,281476
3488,3,2,2,13,5.9,606881
1086,2,2,1,19,6.0,318641
3540,3,2,1,9,5.7,201518
3277,2,1,2,6,6.0,365996
3620,2,1,2,26,5.6,573324
3722,2,3,2,7,7.5,480751
1573,3,3,1,21,8.1,597306
1950,5,3,2,28,7.6,175462
2062,3,1,1,12,5.1,602636
1988,5,2,2,20,9.0,542041
1688,5,3,2,19,5.6,599968
1418,3,2,1,18,5.0,405325
2729,3,2,1,6,8.9,296066
3925,3,3,2,26,5.9,468081
3286,5,2,1,16,7.0,400990
1145,2,1,1,14,7.9,608542
3612,2,2,1,21,8.6,175542
3338,5,2,2,7,6.1,597518
1141,3,3,2,19,5.5,172422
1017,3,2,1,9,6.5,673402
2557,4,3,2,27,9.0,378203
1226,5,3,1,20,6.7,504445
1943,4,2,1,28,5.9,488656
2190,5,3,1,19,9.5,346238
2183,4,3,1,18,7.3,288552
1860,4,1,2,5,7.1,455638
3150,3,1,1,21,9.3,403088
3810,5,1,2,19,9.0,373643
1114,3,3,2,21,7.5,255452
2264,4,3,2,17,8.0,184778
2860,2,3,2,13,6.4,300412
3469,3,1,2,28,6.3,395793
1579,2,1,2,22,6.0,378664
3069,4,2,1,29,7.6,500843
3197,3,2,1,19,9.6,178967
1986,3,2,2,17,5.3,373640
3370,3,1,2,19,9.8,366218
3863,3,1,2,19,8.8,295326
2056,2,2,2,10,8.9,455195
1229,2,3,2,12,8.4,610950
2697,5,2,2,7,5.9,627611
2251,4,1,1,5,9.8,694829
2978,5,1,2,12,6.7,585648
1928,5,2,2,23,8.9,465814
2639,3,3,1,24,8.7,663692
2169,2,2,1,3,9.7,582186
1905,4,1,2,10,8.7,606861
3659,5,3,2,26,6.7,456984
2964,2,2,2,9,5.1,689116
3646,5,2,2,9,6.2,385897
3309,2,3,2,14,8.3,199296
3166,5,1,2,26,6.0,452088
1321,3,2,1,11,7.7,356636
3749,4,3,1,8,8.5,634706
1235,3,3,2,26,6.0,597639
1133,2,2,1,26,7.4,432452
3282,2,3,1,7,8.0,507317
1196,5,1,2,28,9.9,529805
3695,4,1,2,5,5.8,215705
1950,2,2,2,28,8.6,649136
1019,5,3,2,7,5.5,250135
3034,3,2,1,18,5.5,191179
3867,5,3,1,14,6.0,309447
3982,2,3,2,27,8.3,308161
3807,3,2,1,12,9.0,417227
1653,3,2,2,19,7.9,521564
1011,4,2,1,11,9.1,283318
1855,4,2,1,19,6.9,174751
2382,5,1,2,10,8.1,180729
1566,4,2,2,12,6.6,486828
1587,3,3,2,16,5.3,231781
3344,3,2,2,18,7.5,512268
3037,5,1,2,13,9.9,380875
1607,2,1,1,24,7.6,358279
1515,2,3,1,2,7.4,385215
1503,3,2,2,10,7.3,393872
2154,3,3,2,9,8.4,687796
2991,3,3,1,21,7.0,345694
1258,5,2,2,16,9.6,345512
1281,3,3,2,13,5.9,601032
2413,2,3,1,29,6.7,439954
3064,3,2,1,14,5.2,387610
2138,5,3,1,12,9.4,208658
1136,2,1,2,23,8.8,300116
1721,2,1,2,27,5.5,178250
2144,4,3,1,16,7.8,331749
1590,2,3,1,22,8.1,448622
3566,2,3,1,7,7.8,273373
1589,2,3,1,9,5.5,622491
1568,3,2,2,8,7.7,512533
2795,2,1,2,15,6.1,317032
2339,2,3,1,8,8.8,509012
3415,4,1,1,19,5.8,649763
2024,3,1,2,10,5.2,495843
1934,3,1,2,3,9.2,628443
2907,5,1,2,23,6.7,613820
2684,5,2,1,27,8.3,513156
3552,4,3,1,19,7.3,462266
3758,4,2,1,9,5.2,570790
1832,5,1,1,21,7.9,495403
1323,5,1,1,1,6.0,271983
1367,2,1,2,28,5.8,430096
1061,5,3,2,23,7.2,254115
3343,4,1,2,11,5.8,650704
2339,4,2,1,7,5.9,456600
1208,2,1,2,21,6.9,258906
1473,4,2,2,5,5.5,511730
1505,3,2,1,27,5.8,318018
1960,4,2,1,17,6.5,565037
1289,2,3,1,14,7.5,173636
2305,4,1,1,24,6.8,491295
1692,3,1,1,19,7.9,486122
1688,3,2,1,2,5.5,646334
3466,4,3,2,28,5.4,265918
2652,2,3,1,25,5.4,214501
2576,2,2,1,15,5.2,417063
1946,3,3,1,5,6.9,245029
3750,5,3,2,20,6.2,218890
2655,3,2,1,6,7.3,439599
3086,5,1,2,25,6.6,369369
3195,5,1,1,10,9.4,479023
3530,4,2,2,4,6.0,412294
2173,4,3,1,10,5.9,645388
1419,2,3,2,15,5.5,171214
3691,3,2,1,21,8.1,274420
3940,5,3,2,28,5.6,255839
1391,2,1,1,16,5.4,318568
1516,2,2,1,6,9.7,468443
3101,5,1,1,4,5.4,639137
1393,4,2,2,27,6.6,502361
1964,5,2,2,13,7.0,212982
3721,3,2,2,14,8.2,240059
3993,4,3,2,21,8.2,332582
2943,5,1,1,27,5.1,569633
3800,4,2,2,1,5.7,437892
1092,5,3,1,18,9.7,425329
1112,2,2,1,22,7.0,664284
2981,2,1,1,24,6.9,308350
3050,3,1,1,11,5.1,595928
2801,5,3,2,16,5.2,391634
2863,2,1,2,3,5.4,257242
1149,2,3,1,16,8.0,177371
2488,4,1,2,21,6.6,302251
1590,4,1,1,4,5.0,287716
3003,3,2,1,18,6.0,517616
2100,2,3,2,25,9.0,644202
2359,2,1,2,26,6.4,558666
1723,2,1,2,4,8.6,584184
2602,5,1,2,7,6.4,617869
1784,4,2,1,5,7.8,398360
1331,5,3,2,21,5.9,427694
1377,4,3,2,14,7.0,324124
2353,4,1,1,22,6.3,351806
2046,4,2,2,3,7.4,529423
3324,2,1,1,4,7.4,291216
1617,3,3,2,18,8.0,238831
3515,5,3,1,14,9.5,363959
2348,3,2,2,18,6.3,688663
2103,5,1,1,25,8.5,496747
2441,5,1,1,5,7.6,174586
1879,2,3,1,20,6.4,510174
1905,2,2,2,24,8.2,317041
3794,2,1,2,6,6.4,687118
1369,4,1,1,6,9.6,289167
1615,4,2,1,15,7.3,632346
3594,3,1,2,11,6.9,243107
2959,2,3,1,5,5.5,588647
2968,4,2,1,16,5.9,565201
2324,5,2,1,7,5.7,168703
1618,5,1,1,7,6.7,644068
3305,5,3,1,27,5.8,429109
2992,3,2,1,5,9.4,593225
2280,3,2,1,4,9.0,285845
3187,5,2,2,15,6.1,512263
3970,4,1,1,14,9.2,674213
1478,3,2,1,29,8.7,476973
2899,2,1,2,16,9.4,342408
3835,5,1,2,2,6.4,281734
1853,4,2,1,29,5.3,566582
2793,3,1,2,26,5.9,281281
2530,5,2,2,24,7.0,266926
1956,5,3,2,23,9.8,474696
1594,4,3,1,16,8.7,326193
3737,3,2,1,28,5.0,150171
1884,2,1,2,18,6.7,598663
1615,2,3,2,22,5.8,310672
2048,3,3,1,16,6.1,636936
3116,5,3,2,29,7.7,345927
3842,3,3,2,24,5.6,308961
3614,2,3,1,15,8.2,306497
3517,3,1,2,17,5.0,458995
2230,5,1,1,6,8.5,353762
3304,5,3,2,1,8.9,650195
3575,4,3,1,27,8.7,166035
1672,5,3,2,19,5.1,342298
1765,4,3,1,5,9.8,413766
1755,4,1,1,22,10.0,682702
3789,3,2,2,22,9.6,602166
1197,2,2,2,28,9.6,430633
2950,4,2,2,15,9.8,694968
1687,5,3,1,2,8.5,570281
2522,3,1,2,4,6.3,297654
1373,2,2,1,16,6.3,606012
3951,4,1,2,26,5.1,240056
3046,5,2,1,23,5.3,190902
3974,5,2,2,4,5.3,438519
2054,5,1,1,4,6.6,598762
3473,3,2,2,20,8.0,159515
3113,4,3,2,28,9.5,399999
1749,5,1,2,23,5.3,694218
2073,4,1,2,1,6.2,520356
1372,5,3,2,24,7.1,557782
3112,2,3,2,22,8.0,251768
3651,3,3,2,9,5.1,220057
3098,5,1,2,26,8.9,454310
3717,5,3,2,19,9.1,456430
1583,4,2,1,22,9.2,381013
2562,2,3,1,20,6.8,589981
2503,5,1,2,21,6.5,669576
3937,2,2,1,3,8.6,354534
3835,5,1,1,12,9.4,685116
2150,4,1,1,15,8.7,554834
3184,4,2,2,6,5.9,263678
1925,5,3,1,11,9.9,493940
1040,3,2,1,20,9.7,641913
1857,5,1,2,27,5.3,302981
2496,4,3,2,7,5.5,496771
1798,2,1,2,6,9.9,505966
2449,2,1,2,1,8.7,178659
3896,3,2,1,8,8.9,498753
2404,4,3,1,10,8.6,315127
3878,5,3,2,3,5.6,289447
2895,5,2,1,24,9.2,243774
2863,5,2,1,21,8.5,607702
2638,4,3,2,18,6.2,301939
2317,5,3,1,29,9.5,304075
3859,4,1,2,22,6.3,442696
3491,2,1,2,26,5.4,614432
1672,4,2,1,23,5.9,425285
3889,2,1,2,13,6.7,547216
1753,4,1,2,10,7.0,458702
1767,5,3,1,14,7.6,463808
3024,4,3,2,12,8.2,403880
3960,5,1,2,23,6.4,307693
1387,5,3,1,22,7.2,505771
2575,2,1,2,26,5.5,378664
1421,5,2,1,5,7.4,332886
2530,5,1,1,25,10.0,153973
3618,5,2,1,27,5.5,639434
1515,2,1,1,1,6.3,693410
1523,4,2,2,26,8.5,373363
2134,5,1,2,9,7.1,228233
3747,5,1,1,23,7.6,668337
2164,4,3,2,16,7.4,266646
2888,3,3,1,1,9.5,631195
2959,3,1,2,17,8.3,268381
3866,5,2,2,12,7.5,448653
3816,4,3,2,15,7.1,390899
1566,3,3,1,29,9.6,175555
2078,4,3,1,15,7.2,225453
2879,2,2,2,29,7.3,331698
1711,4,3,2,8,8.3,228100
2723,3,3,2,11,5.1,272899
1482,3,2,2,17,5.0,283957
2805,4,1,2,7,9.3,328992
2054,3,2,1,15,6.8,610251
1663,4,1,2,14,5.7,333370
3979,3,1,2,17,7.3,402225
1929,5,2,2,19,7.6,514673
1902,5,1,2,29,9.3,327331
3072,5,3,2,1,7.7,525849
2058,2,3,1,1,9.1,299255
2640,2,3,2,3,5.8,215471
1441,5,2,1,17,8.2,636523
1358,2,1,2,19,5.7,258029
1457,5,1,1,6,6.2,670334
1664,2,2,2,16,5.2,251328
2757,5,3,1,17,9.7,403472
2541,2,2,2,6,9.9,197593
2264,4,3,2,27,7.8,404314
3992,5,3,2,7,5.4,437371
3969,4,2,1,20,9.6,322657
2476,5,2,1,12,5.1,698855
2774,4,2,2,2,7.6,206097
3086,3,1,1,20,7.5,454027
3432,4,1,1,2,5.1,516820
3254,4,3,1,26,7.1,475342
3276,3,2,1,13,7.0,682532
2970,2,1,1,21,6.8,255919
1028,2,2,1,7,9.9,340838
2423,5,1,2,13,7.8,427120
1706,3,1,2,6,7.7,445328
1647,4,1,1,7,8.9,354319
3001,5,2,2,20,6.4,396293
2695,3,3,1,19,9.6,236754
1041,3,3,2,25,6.7,533462
2487,3,2,2,4,10.0,338857
3844,2,1,1,5,7.1,284869
1382,3,1,2,9,8.7,473750
1182,5,2,1,14,8.0,422090
2844,5,2,2,15,8.0,570094
3166,4,2,2,5,6.0,372372
3730,2,2,2,28,7.7,432684
2784,5,3,2,20,6.8,447332
2439,2,1,1,2,9.7,492469
1086,4,2,1,6,9.5,645202
3617,2,3,1,8,5.3,680871
3546,5,2,1,23,9.9,355504
2148,4,1,1,28,6.1,463978
1836,5,2,2,7,7.8,634640
3624,4,1,2,17,6.0,304183
3246,3,3,2,23,7.5,339934
3116,5,3,2,19,6.1,255262
3016,5,2,2,11,9.6,566514
2232,5,3,2,18,7.7,617303
3762,2,3,1,4,8.8,273326
1510,3,1,1,22,5.7,236784
2462,2,1,1,3,5.4,525493
2639,3,2,2,6,8.5,319812
2021,5,1,1,5,6.9,572143
2271,4,3,2,10,9.3,436301
1128,2,2,1,5,5.6,226870
3825,2,2,1,29,9.5,277218
2611,3,1,1,13,8.1,246650
2076,2,2,2,20,8.1,269503
2233,2,2,1,10,5.7,561013
2385,3,2,1,14,9.3,660506
1687,5,2,2,21,9.0,658829
3757,3,3,1,23,7.8,662390
3084,2,1,2,7,8.9,659128
2412,2,3,1,5,6.5,170825
2787,2,1,2,28,8.8,303348
2009,3,3,1,15,5.1,603468
3251,5,1,2,26,8.2,537430
1221,4,2,1,16,9.2,349473
1747,3,1,1,10,5.9,480288
1190,4,3,2,8,6.6,325961
1685,5,3,1,1,8.8,256399
3507,3,3,1,5,8.4,620063
2834,4,2,2,3,9.9,503587
3208,5,3,1,4,6.0,525071
1897,3,1,1,18,7.6,480700
1748,4,2,2,11,8.0,527090
2199,2,2,2,9,8.2,250679
2322,2,3,2,19,7.7,584346
1364,2,2,2,6,5.5,531946
1426,3,1,1,15,6.7,676695
2768,5,3,1,12,7.7,431561
1999,5,3,2,22,10.0,297910
3669,2,2,1,6,5.4,638162
2641,5,1,2,2,8.4,309762
2576,3,3,1,17,9.2,408986
3668,3,2,2,24,8.9,296815
1368,4,2,1,15,7.3,508944
2872,5,2,2,26,7.1,397801
3908,2,2,1,19,8.8,257798
1448,2,3,2,4,7.6,444053
2599,2,2,2,13,5.2,350524
2068,5,1,2,5,8.9,245562
3941,5,3,2,6,7.0,619572
3690,5,3,2,8,6.5,339122
2944,2,2,1,27,6.1,665514
2997,3,3,1,2,5.8,617521
2415,4,3,1,2,6.8,327489
3275,3,1,2,1,8.3,647530
1309,2,1,1,7,8.1,232077
1501,3,2,2,11,6.3,626130
2437,5,3,2,9,7.5,556983
1724,2,2,1,24,6.1,554448
1970,3,3,2,6,7.3,221333
1809,5,2,2,2,8.0,595912
1930,2,1,2,21,5.2,390505
2198,4,1,2,4,6.4,565787
3763,5,2,2,7,8.1,459056
1712,4,3,1,8,6.4,356202
2653,5,2,1,23,7.5,666994
2335,4,2,2,14,5.4,360103
2780,5,2,2,22,5.9,474229
3628,3,1,2,9,9.6,580434
1303,5,2,2,9,5.5,291585
3567,4,3,2,7,5.7,410696
1248,3,1,2,10,5.2,350650
1312,5,2,1,10,7.1,524380
1085,5,2,1,22,7.7,367997
2110,5,1,1,29,9.7,369564
1019,3,2,2,10,7.6,409898
2350,4,1,2,27,7.4,411229
2376,5,1,2,28,9.8,271441
1357,4,2,2,4,6.2,559576
2366,5,3,2,17,8.4,240839
3409,3,2,2,6,6.8,487170
2780,5,3,1,29,6.5,203102
2195,3,3,1,4,7.3,591145
1067,2,1,2,29,7.2,528903
2760,5,3,2,29,5.2,186741
1925,4,1,2,9,6.2,276660
3965,2,2,1,4,6.6,425032
2233,5,3,2,18,6.4,511251
3523,3,1,1,29,5.8,442174
3305,4,3,2,27,9.7,462630
3721,4,2,2,22,7.7,604067
2387,4,1,2,7,8.3,398647
2127,4,1,2,9,8.2,514040
3809,2,2,2,22,9.7,313105
2707,4,2,2,5,9.9,677022
3099,4,1,1,14,6.3,404644
1466,2,2,1,25,9.3,626762
3486,3,1,2,25,5.6,646220
2999,3,2,1,15,7.2,540753
1307,4,2,2,19,8.2,326930
3477,3,2,2,6,9.7,459874
2256,2,3,2,29,9.1,284610
1132,4,2,2,20,5.8,413104
3744,5,3,1,12,9.8,193840
2912,4,3,2,16,7.7,468467
1490,5,3,1,29,8.6,656820
3452,5,2,2,9,7.0,358605
1784,5,3,1,26,7.3,596921
2077,3,1,1,16,5.1,239938
3005,2,1,2,22,5.8,405527
1706,2,2,1,5,5.2,229705
2428,2,3,1,9,6.1,436058
1952,2,1,1,2,7.5,295158
1408,4,1,2,7,6.5,213929
1749,4,2,2,29,8.2,359330
2727,4,3,2,18,9.7,265386
2039,2,1,2,4,8.6,294794
3328,2,2,1,16,5.9,412018
3408,2,2,1,5,6.3,295450
1643,2,1,2,26,5.7,461617
3451,5,3,1,8,6.1,206186
1652,3,2,1,19,8.7,355705
1114,3,1,2,22,9.5,263928
2866,4,2,1,26,8.7,377856
3441,5,2,1,4,8.3,686461
3751,3,1,1,16,9.8,187583
1988,4,2,1,19,7.2,529982
1373,3,1,2,24,9.7,200368
2759,2,2,1,5,9.6,291733
3024,4,2,1,16,6.7,474352
2321,3,1,2,1,6.0,212496
1622,2,2,1,24,5.5,460807
1400,5,1,2,27,9.9,174870
2202,2,3,1,14,7.7,525899
3855,5,3,2,11,6.2,328915
3083,5,1,1,17,7.9,253140
2898,3,3,1,5,7.2,628143
3332,4,1,1,15,8.9,521092
2653,3,3,1,5,5.7,274425
2105,5,3,1,7,9.5,188310
3085,5,2,1,18,9.0,278411
1513,4,1,1,22,8.7,286526
3513,4,3,2,17,9.6,168194
3334,2,2,1,4,6.6,538424
2027,2,2,2,4,8.6,249611
3219,4,1,1,1,5.3,661809
2537,4,1,1,18,6.8,348197
1354,4,1,2,22,7.7,502013
2841,4,3,2,14,9.7,184749
1808,5,2,1,7,8.9,494675
1553,4,2,1,10,5.5,489073
1310,3,1,2,21,8.8,258591
2711,5,2,1,29,5.6,530680
2628,3,1,1,1,9.1,391006
2919,3,3,1,6,9.1,297159
3857,4,3,1,19,9.6,589801
2420,3,2,1,18,10.0,699387
3255,5,2,1,4,5.3,328372
1924,4,1,2,19,5.1,444298
2305,2,1,1,29,8.4,696102
3299,4,1,1,12,5.6,270790
2266,2,2,2,25,8.8,231399
1053,5,3,1,20,6.2,559568
2101,2,3,2,3,5.1,294582
2697,5,3,1,11,5.3,538532
3510,5,2,2,19,7.1,285465
3421,5,2,1,12,9.4,466534
1904,2,3,1,19,10.0,678357
3094,3,2,2,12,8.8,320811
1853,5,1,1,1,5.4,293703
2814,4,2,2,11,10.0,690839
1270,4,2,1,16,5.4,568007
3304,3,1,1,17,6.0,338771
1434,4,2,1,29,9.0,454468
1485,2,2,1,12,6.1,252495
3230,5,1,1,13,7.2,271062
2202,4,3,2,18,7.2,481256
3953,3,3,2,11,6.2,496524
2825,3,2,2,2,8.5,192517
2576,4,3,1,6,5.9,623761
1680,4,1,1,8,7.6,324961
3803,3,1,2,29,8.9,209332
2927,3,3,2,9,7.2,424992
1922,5,3,2,1,9.6,249672
2970,5,2,1,9,7.9,572693
1185,2,2,1,16,5.7,319636
2553,5,2,1,2,9.1,499020
1638,3,3,1,7,9.3,194838
3314,2,3,2,2,8.1,340951
3347,4,3,1,16,8.9,420488
1225,4,3,1,16,8.7,613360
1742,4,3,1,24,7.5,587131
1787,3,2,1,14,7.8,291706
1390,2,1,2,12,7.0,305068
2474,5,3,1,26,8.5,465420
3536,4,3,1,10,6.3,333124
1839,4,1,2,12,7.7,453408
2960,3,2,1,21,7.3,635188
3840,5,3,2,7,5.6,518711
2239,2,3,2,20,7.6,209050
2716,2,2,2,23,6.8,402329
3710,5,1,1,23,6.7,467688
2577,2,2,1,9,5.5,174649
1774,2,3,1,23,9.3,156670
3168,3,2,2,12,8.6,415103
1563,5,3,1,22,7.8,698273
1679,4,2,2,5,9.2,186171
1536,5,3,2,15,7.6,533845
